INSTANCE_DATE,PROCEDURE_EN,IS_FREE_HOLD_EN,AREA_EN,PROP_SB_TYPE_EN,TRANS_VALUE,ACTUAL_AREA,ROOMS_EN,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,PROJECT_EN,price_per_sqm,size_category,value_band
2026-04-22,Sale,Free Hold,BARSHA HEIGHTS,Office,4375932.0,184.79,Office,Dubai Internet City,Mall of the Emirates,Burj Al Arab,THE ONE TOWER,23680.57,Premium,Ultra-Premium
2026-04-22,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,3550000.28,158.98,3 B/R,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,Luma Park Views,22329.85,Premium,Ultra-Premium
2026-04-22,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,1200000.0,63.37,1 B/R,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,Binghatti Amber,18936.41,Mid-Size,Mid-Market
2026-04-23,Sale,Free Hold,INTERNATIONAL CITY PH 1,Flat,1700000.0,220.08,3 B/R,Rashidiya Metro Station,City Centre Mirdif,,,7724.46,Premium,High-End
2026-04-23,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,750000.0,57.44,1 B/R,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,Binghatti Mirage,13057.1,Mid-Size,Mid-Market
2026-04-23,Sale,Free Hold,INTERNATIONAL CITY PH 1,Flat,550000.0,81.38,1 B/R,Rashidiya Metro Station,City Centre Mirdif,,,6758.42,Mid-Size,Entry
2026-01-13,Sale,Free Hold,BUSINESS BAY,Flat,1310000.0,98.11,1 B/R,Business Bay Metro Station,Dubai Mall,Downtown Dubai,U-BORA TOWERS,13352.36,Spacious,Mid-Market
2026-04-23,Sale,Free Hold,TOWN SQUARE,Flat,640000.0,32.5,Studio,,,Dubai Cycling Course,LIVA,19692.31,Compact,Mid-Market
2026-04-23,Sale,Free Hold,INTERNATIONAL CITY PH 2 & 3,Flat,725000.0,84.08,2 B/R,Rashidiya Metro Station,City Centre Mirdif,,AL JAWZAA,8622.74,Mid-Size,Mid-Market
2026-04-23,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,900000.0,58.18,1 B/R,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,Empire Residence,15469.23,Mid-Size,Mid-Market
2026-04-23,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,1000000.0,74.92,1 B/R,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,Westwood Grande by Imtiaz,13347.57,Mid-Size,Mid-Market
2026-04-24,Sale,Free Hold,DUBAI MARINA,Flat,2400000.0,162.79,2 B/R,Jumeirah Beach Resdency,Marina Mall,Burj Al Arab,ROYAL OCEANIC TOWER,14742.92,Premium,High-End
2026-01-13,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,880000.0,102.9,1 B/R,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,VILLA PERA,8551.99,Spacious,Mid-Market
2026-04-23,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,765000.0,76.95,1 B/R,Dubai Internet City,Marina Mall,Sports City Swimming Academy,CHAIMAA PREMIERE,9941.52,Mid-Size,Mid-Market
2026-04-23,Sale,Free Hold,BARSHA HEIGHTS,Office,2124580.0,98.69,Office,Dubai Internet City,Mall of the Emirates,Burj Al Arab,THE ONE TOWER,21527.81,Spacious,High-End
2026-04-23,Sale,Free Hold,BARSHA HEIGHTS,Office,3319800.0,154.21,Office,Dubai Internet City,Mall of the Emirates,Burj Al Arab,THE ONE TOWER,21527.79,Premium,High-End
2026-04-24,Sale,Non Free Hold,SILICON OASIS,Flat,959541.0,81.07,1 B/R,,,IMG World Adventures,Selicon Star 2,11835.96,Mid-Size,Mid-Market
2026-04-23,Sale,Free Hold,BARSHA HEIGHTS,Office,2729725.0,126.8,Office,Dubai Internet City,Mall of the Emirates,Burj Al Arab,THE ONE TOWER,21527.8,Premium,High-End
2026-04-23,Sale,Free Hold,BUSINESS BAY,Flat,3285000.0,180.7,3 B/R,Business Bay Metro Station,Dubai Mall,Burj Khalifa,,18179.3,Premium,High-End
2026-04-24,Sale,Non Free Hold,SILICON OASIS,Flat,516480.0,40.0,Studio,,,IMG World Adventures,Selicon Star 2,12912.0,Compact,Entry
2026-04-23,Sale,Free Hold,DISCOVERY GARDENS,Flat,774243.0,77.39,1 B/R,Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,,10004.43,Mid-Size,Mid-Market
2026-01-13,Sale,Free Hold,TOWN SQUARE,Flat,800000.0,53.8,1 B/R,,,Dubai Cycling Course,TOWN SQUARE ZAHRA,14869.89,Mid-Size,Mid-Market
2026-04-23,Sale,Free Hold,DISCOVERY GARDENS,Flat,750400.0,74.25,1 B/R,Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,,10106.4,Mid-Size,Mid-Market
2026-04-23,Sale,Free Hold,DISCOVERY GARDENS,Flat,776481.0,77.68,1 B/R,Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,,9995.89,Mid-Size,Mid-Market
2026-04-23,Sale,Free Hold,DISCOVERY GARDENS,Flat,774895.0,77.53,1 B/R,Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,,9994.78,Mid-Size,Mid-Market
2026-04-23,Sale,Free Hold,DISCOVERY GARDENS,Flat,776580.0,77.39,1 B/R,Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,,10034.63,Mid-Size,Mid-Market
2026-04-23,Sale,Free Hold,DISCOVERY GARDENS,Flat,780457.0,77.67,1 B/R,Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,,10048.37,Mid-Size,Mid-Market
2026-04-23,Sale,Free Hold,DISCOVERY GARDENS,Flat,780519.0,78.0,1 B/R,Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,,10006.65,Mid-Size,Mid-Market
2026-04-23,Sale,Free Hold,DISCOVERY GARDENS,Flat,753354.0,74.25,1 B/R,Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,,10146.18,Mid-Size,Mid-Market
2026-04-23,Sale,Free Hold,DISCOVERY GARDENS,Flat,780619.0,78.01,1 B/R,Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,,10006.65,Mid-Size,Mid-Market
2026-04-23,Sale,Free Hold,DISCOVERY GARDENS,Flat,780481.0,77.68,1 B/R,Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,,10047.39,Mid-Size,Mid-Market
2026-01-13,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,615000.0,36.1,Studio,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,OXFORD RESIDENCE 2,17036.01,Compact,Entry
2026-04-23,Sale,Free Hold,SILICON OASIS,Flat,1600000.0,161.51,1 B/R,,,,Pearls by Vision,9906.51,Premium,High-End
2026-04-23,Sale,Free Hold,THE GREENS,Flat,2900000.0,126.72,2 B/R,Nakheel Metro Station,Marina Mall,Burj Al Arab,TANARO,22885.1,Premium,High-End
2026-04-23,Sale,Free Hold,DUBAI CREEK HARBOUR,Flat,3900000.0,159.7,3 B/R,,,,HARBOUR VIEWS,24420.79,Premium,Ultra-Premium
2026-04-23,Sale,Free Hold,AL FURJAN,Flat,2350000.0,284.61,3 B/R,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,Sports City Swimming Academy,EQUITI RESIDENCE,8256.91,Premium,High-End
2026-04-23,Sale,Free Hold,INTERNATIONAL CITY PH 1,Flat,450000.0,61.02,1 B/R,Rashidiya Metro Station,City Centre Mirdif,,RUFI GARDENS,7374.63,Mid-Size,Entry
2026-04-23,Sale,Free Hold,INTERNATIONAL CITY PH 1,Flat,445000.0,68.0,1 B/R,Rashidiya Metro Station,City Centre Mirdif,,,6544.12,Mid-Size,Entry
2026-01-05,Sale,Free Hold,THE GREENS,Flat,1310000.0,68.7,1 B/R,Dubai Internet City,Marina Mall,Burj Al Arab,,19068.41,Mid-Size,Mid-Market
2026-04-23,Sale,Free Hold,BARSHA HEIGHTS,Office,3760920.0,174.7,Office,Dubai Internet City,Mall of the Emirates,Burj Al Arab,THE ONE TOWER,21527.88,Premium,Ultra-Premium
2026-04-23,Sale,Free Hold,Wadi Al Safa 3,Flat,450000.0,54.81,Studio,,,IMG World Adventures,MADISON RESIDENCE,8210.18,Mid-Size,Entry
2026-04-23,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,790000.0,83.55,1 B/R,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,SPICA,9455.42,Mid-Size,Mid-Market
2026-04-23,Sale,Free Hold,BARSHA HEIGHTS,Office,4207620.0,195.45,Office,Dubai Internet City,Mall of the Emirates,Burj Al Arab,THE ONE TOWER,21527.86,Premium,Ultra-Premium
2026-04-23,Sale,Free Hold,BARSHA HEIGHTS,Office,3305160.0,153.53,Office,Dubai Internet City,Mall of the Emirates,Burj Al Arab,THE ONE TOWER,21527.78,Premium,High-End
2026-04-23,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,1155000.0,88.07,1 B/R,,,,Binghatti Heights,13114.57,Spacious,Mid-Market
2026-04-23,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,2180000.0,110.28,2 B/R,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,OAKLEY SQUARE RESIDENCES,19767.86,Spacious,High-End
2026-04-23,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,735000.0,35.96,Studio,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,Binghatti Aurora,20439.38,Compact,Mid-Market
2026-04-23,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,1835000.0,84.67,1 B/R,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,Binghatti Phantom,21672.38,Mid-Size,High-End
2026-01-13,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,760000.0,39.95,Studio,Dubai Internet City,Marina Mall,Sports City Swimming Academy,Pearl House I by Imtiaz,19023.78,Compact,Mid-Market
2026-04-23,Sale,Free Hold,PALM JUMEIRAH,Flat,4750000.0,206.49,3 B/R,Palm Jumeirah,Marina Mall,Burj Al Arab,,23003.54,Premium,Ultra-Premium
2026-04-23,Sale,Free Hold,DUBAI MARINA,Flat,2600000.0,92.08,1 B/R,Jumeirah Lakes Towers,Marina Mall,Burj Al Arab,VIDA Residences Dubai Marina,28236.32,Spacious,High-End
2026-04-23,Sale,Free Hold,Al Yelayiss 2,Flat,1000000.0,68.57,1 B/R,,,,The Hamilton,14583.64,Mid-Size,Mid-Market
2026-04-23,Sale,Free Hold,BUSINESS BAY,Office,2900500.0,145.81,Office,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,BAY SQUARE,19892.33,Premium,High-End
2026-04-23,Sale,Free Hold,BUSINESS BAY,Office,4455986.0,243.85,Office,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,BAY SQUARE,18273.47,Premium,Ultra-Premium
2026-04-23,Sale,Free Hold,DUBAI SPORTS CITY,Flat,560000.0,62.09,1 B/R,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,CHAMPIONS TOWER1,9019.17,Mid-Size,Entry
2026-04-23,Sale,Free Hold,INTERNATIONAL CITY PH 1,Flat,780000.0,58.76,1 B/R,Rashidiya Metro Station,City Centre Mirdif,,Lawnz Residence by Danube,13274.34,Mid-Size,Mid-Market
2026-04-23,Sale,Free Hold,BUSINESS BAY,Flat,950000.0,59.79,1 B/R,Business Bay Metro Station,Dubai Mall,Downtown Dubai,MAYFAIR RESIDENCY,15888.94,Mid-Size,Mid-Market
2026-04-23,Sale,Free Hold,MEYDAN ONE,Flat,660000.0,34.3,Studio,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,Azizi Riviera 12,19241.98,Compact,Mid-Market
2026-01-13,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,1276750.0,85.54,1 B/R,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,Belgravia 2,14925.77,Mid-Size,Mid-Market
2026-04-23,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,950000.0,100.96,1 B/R,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,Binghatti Mirage,9409.67,Spacious,Mid-Market
2026-04-23,Sale,Free Hold,MEYDAN ONE,Flat,657068.0,36.85,Studio,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,Azizi Riviera 37,17830.88,Compact,Mid-Market
2026-04-23,Sale,Free Hold,DUBAI MARINA,Flat,3450000.0,167.6,3 B/R,Dubai Marina,Marina Mall,Burj Al Arab,,20584.73,Premium,High-End
2026-04-23,Sale,Free Hold,ARJAN,Flat,1200000.0,88.29,1 B/R,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,Avelon Boulevard,13591.57,Spacious,Mid-Market
2026-04-23,Sale,Free Hold,TOWN SQUARE,Flat,1930000.0,131.75,3 B/R,,,Dubai Cycling Course,TOWN SQUARE SAFI,14648.96,Premium,High-End
2026-04-23,Sale,Free Hold,BURJ KHALIFA,Flat,2380000.0,94.58,1 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,,25163.88,Spacious,High-End
2026-01-13,Sale,Free Hold,DUBAI HILLS,Flat,2500000.0,93.04,2 B/R,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Burj Al Arab,PARK RIDGE,26870.16,Spacious,High-End
2026-04-23,Sale,Free Hold,MEYDAN ONE,Flat,950000.0,53.58,1 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,Azizi Riviera 27,17730.5,Mid-Size,Mid-Market
2026-04-23,Sale,Free Hold,DISCOVERY GARDENS,Flat,1240000.0,129.28,2 B/R,Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,,9591.58,Premium,Mid-Market
2026-04-23,Sale,Free Hold,THE LAKES,Flat,6400000.0,202.08,3 B/R,Damac Properties,Marina Mall,Burj Al Arab,The Hills,31670.63,Premium,Ultra-Premium
2026-04-23,Sale,Free Hold,INTERNATIONAL CITY PH 1,Flat,480000.0,67.0,1 B/R,Rashidiya Metro Station,City Centre Mirdif,,,7164.18,Mid-Size,Entry
2026-04-23,Sale,Free Hold,BUSINESS BAY,Office,6250000.0,237.2,Office,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,BAY SQUARE,26349.07,Premium,Ultra-Premium
2026-04-23,Sale,Free Hold,AL FURJAN,Hotel Apartment,200000.0,31.14,Studio,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,Expo 2020 Site,Azizi Plaza Hotel Apartments,6422.61,Compact,Entry
2026-04-23,Sale,Free Hold,Port Saeed,Office,2208300.0,120.68,Office,Deira City Centre,Dubai Mall,Dubai International Airport,,18298.81,Spacious,High-End
2026-04-23,Sale,Free Hold,DUBAI SOUTH,Flat,580000.0,41.63,Studio,,,Expo 2020 Site,CELESTIA,13932.26,Compact,Entry
2026-04-23,Sale,Free Hold,BUSINESS BAY,Office,3800000.0,146.14,Office,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,BAY SQUARE,26002.46,Premium,Ultra-Premium
2026-01-13,Sale,Free Hold,THE GREENS,Flat,2000000.0,92.16,1 B/R,Nakheel Metro Station,Marina Mall,Burj Al Arab,,21701.39,Spacious,High-End
2026-04-23,Sale,Free Hold,BUSINESS BAY,Flat,1433816.0,96.02,1 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,MAJESTINE,14932.47,Spacious,High-End
2026-04-23,Sale,Free Hold,DUBAI HEALTHCARE CITY - PHASE 2,Flat,896000.0,34.83,Studio,Healthcare City Metro Station,Dubai Mall,Downtown Dubai,Farhad Azizi Residence,25724.95,Compact,Mid-Market
2026-04-23,Sale,Free Hold,BUSINESS BAY,Office,3950000.0,150.58,Office,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,BAY SQUARE,26231.9,Premium,Ultra-Premium
2026-04-23,Sale,Free Hold,BUSINESS BAY,Flat,940000.0,39.71,Studio,Business Bay Metro Station,Dubai Mall,Downtown Dubai,AYKON CITY 2,23671.62,Compact,Mid-Market
2026-04-28,Sale,Free Hold,AL BARARI,Flat,4000000.0,248.63,2 B/R,,,IMG World Adventures,SEVENTH HEAVEN,16088.16,Premium,Ultra-Premium
2026-04-23,Sale,Free Hold,DUBAI CREEK HARBOUR,Flat,2100000.0,59.63,1 B/R,Creek Metro Station,City Centre Mirdif,Dubai International Airport,Creek Palace,35217.17,Mid-Size,High-End
2026-04-23,Sale,Free Hold,DISCOVERY GARDENS,Flat,500000.0,43.24,Studio,Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,,11563.37,Compact,Entry
2026-04-23,Sale,Free Hold,DUBAI MARINA,Flat,1890000.0,136.38,2 B/R,Jumeirah Beach Residency,Marina Mall,Burj Al Arab,,13858.34,Premium,High-End
2026-04-23,Sale,Free Hold,DUBAI CREEK HARBOUR,Flat,2650000.0,74.78,1 B/R,Creek Metro Station,Dubai Mall,Dubai International Airport,The Grand,35437.28,Mid-Size,High-End
2026-04-23,Sale,Free Hold,DUBAI SOUTH,Flat,487740.0,38.38,Studio,,,Expo 2020 Site,,12708.18,Compact,Entry
2026-04-23,Sale,Free Hold,DUBAI HEALTHCARE CITY - PHASE 2,Flat,1060000.0,65.59,1 B/R,Healthcare City Metro Station,Dubai Mall,Downtown Dubai,Binghatti Avenue,16161.0,Mid-Size,Mid-Market
2026-04-23,Sale,Free Hold,AL KHAIL HEIGHTS,Flat,965000.0,103.4,1 B/R,Noor Bank Metro Station,Dubai Mall,Downtown Dubai,AL KHAIL HEIGHTS,9332.69,Spacious,Mid-Market
2026-04-23,Sale,Free Hold,ARJAN,Flat,900000.0,52.54,1 B/R,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,Vincitore Benessere,17129.81,Mid-Size,Mid-Market
2026-04-23,Sale,Free Hold,BUSINESS BAY,Flat,1350000.0,61.59,1 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,THE PAD,21919.14,Mid-Size,Mid-Market
2026-01-13,Sale,Free Hold,AL FURJAN,Flat,490000.0,35.31,Studio,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,Expo 2020 Site,Azizi Farishta Residence,13877.09,Compact,Entry
2026-04-23,Sale,Free Hold,Zaabeel Second,Flat,2100000.0,81.59,1 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,DOWNTOWN VIEWS,25738.45,Mid-Size,High-End
2026-04-23,Sale,Free Hold,PALM JUMEIRAH,Flat,1250000.0,51.0,Studio,Palm Jumeirah,Marina Mall,Burj Al Arab,PALM VIEWS - WEST,24509.8,Mid-Size,Mid-Market
2026-04-27,Sale,Free Hold,DISCOVERY GARDENS,Flat,540000.0,48.96,Studio,Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,,11029.41,Mid-Size,Entry
2026-04-23,Sale,Free Hold,Al Kheeran,Flat,675000.0,79.9,Studio,Emirates Metro Station,City Centre Mirdif,Dubai International Airport,,8448.06,Mid-Size,Mid-Market
2026-04-23,Sale,Free Hold,LIWAN,Flat,883000.0,78.54,1 B/R,,,IMG World Adventures,,11242.68,Mid-Size,Mid-Market
2026-04-24,Sale,Free Hold,INTERNATIONAL CITY PH 2 & 3,Flat,936836.0,66.45,1 B/R,Rashidiya Metro Station,City Centre Mirdif,,Glorious Central Residences,14098.36,Mid-Size,Mid-Market
2026-04-24,Sale,Non Free Hold,SILICON OASIS,Flat,720000.0,74.65,1 B/R,,,IMG World Adventures,THE DUNES,9645.01,Mid-Size,Mid-Market
2026-04-24,Sale,Free Hold,DUBAI SOUTH,Flat,500000.0,44.43,1 B/R,,,Expo 2020 Site,MAG 5 BOULEVARD,11253.66,Compact,Entry
2026-04-24,Sale,Free Hold,BUSINESS BAY,Flat,1150000.0,89.09,1 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,SCALA TOWER,12908.29,Spacious,Mid-Market
2026-04-24,Sale,Free Hold,DUBAI CREEK HARBOUR,Flat,2000000.0,93.53,2 B/R,Creek Metro Station,City Centre Mirdif,Dubai International Airport,Creek Beach - Bayshore,21383.51,Spacious,High-End
2026-01-13,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Hotel Apartment,520000.0,41.71,Studio,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,GHALIA,12467.03,Compact,Entry
2026-04-24,Sale,Free Hold,MAJAN,Flat,782024.0,48.76,Studio,,,IMG World Adventures,,16038.23,Mid-Size,Mid-Market
2026-04-24,Sale,Free Hold,DISCOVERY GARDENS,Flat,875000.0,84.69,1 B/R,Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,,10331.8,Mid-Size,Mid-Market
2026-04-27,Sale,Free Hold,CITY WALK,Flat,4999972.5,183.88,2 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,"No.17, No.18a,No.18b and No.19 Citywalk Residential",27191.5,Premium,Ultra-Premium
2026-04-27,Sale,Free Hold,CITY WALK,Flat,2999977.5,122.46,1 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,"No.17, No.18a,No.18b and No.19 Citywalk Residential",24497.61,Spacious,High-End
2026-04-24,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,930000.0,94.2,1 B/R,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,O 2,9872.61,Spacious,Mid-Market
2026-04-27,Sale,Free Hold,CITY WALK,Flat,6999644.2,266.73,3 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,"No.17, No.18a,No.18b and No.19 Citywalk Residential",26242.43,Premium,Ultra-Premium
2026-04-27,Sale,Free Hold,CITY WALK,Flat,4699833.6,165.39,2 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,"No.17, No.18a,No.18b and No.19 Citywalk Residential",28416.67,Premium,Ultra-Premium
2026-04-27,Sale,Free Hold,CITY WALK,Flat,4500171.0,160.43,2 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,"No.17, No.18a,No.18b and No.19 Citywalk Residential",28050.68,Premium,Ultra-Premium
2026-01-13,Sale,Free Hold,SUFOUH GARDENS,Flat,2410311.0,131.72,2 B/R,Dubai Internet City,Mall of the Emirates,Burj Al Arab,,18298.75,Premium,High-End
2026-04-24,Sale,Free Hold,DUBAI PRODUCTION CITY,Flat,525000.0,40.19,Studio,Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,MIDTOWN - AFNAN,13062.95,Compact,Entry
2026-04-27,Sale,Free Hold,CITY WALK,Flat,2699671.0,87.42,1 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,"No.17, No.18a,No.18b and No.19 Citywalk Residential",30881.62,Mid-Size,High-End
2026-04-27,Sale,Free Hold,CITY WALK,Flat,6899944.2,246.48,3 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,"No.17, No.18a,No.18b and No.19 Citywalk Residential",27993.93,Premium,Ultra-Premium
2026-04-27,Sale,Free Hold,CITY WALK,Flat,4899937.6,170.12,2 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,"No.17, No.18a,No.18b and No.19 Citywalk Residential",28802.83,Premium,Ultra-Premium
2026-04-27,Sale,Free Hold,CITY WALK,Flat,2899978.9,109.67,1 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,"No.17, No.18a,No.18b and No.19 Citywalk Residential",26442.77,Spacious,High-End
2026-04-27,Sale,Free Hold,CITY WALK,Flat,6499944.4,225.87,3 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,"No.17, No.18a,No.18b and No.19 Citywalk Residential",28777.37,Premium,Ultra-Premium
2026-04-27,Sale,Free Hold,CITY WALK,Flat,4599947.0,159.79,2 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,"No.17, No.18a,No.18b and No.19 Citywalk Residential",28787.45,Premium,Ultra-Premium
2026-04-27,Sale,Free Hold,CITY WALK,Flat,4399954.7,145.24,2 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,"No.17, No.18a,No.18b and No.19 Citywalk Residential",30294.37,Premium,Ultra-Premium
2026-04-27,Sale,Free Hold,CITY WALK,Flat,6499946.0,227.99,3 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,"No.17, No.18a,No.18b and No.19 Citywalk Residential",28509.79,Premium,Ultra-Premium
2026-01-13,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,1450000.0,85.64,1 B/R,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,Binghatti Royale,16931.34,Mid-Size,High-End
2026-04-27,Sale,Free Hold,CITY WALK,Flat,4899965.5,170.27,2 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,"No.17, No.18a,No.18b and No.19 Citywalk Residential",28777.62,Premium,Ultra-Premium
2026-04-27,Sale,Free Hold,CITY WALK,Flat,2899982.8,109.72,1 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,"No.17, No.18a,No.18b and No.19 Citywalk Residential",26430.76,Spacious,High-End
2026-04-27,Sale,Free Hold,CITY WALK,Flat,6499934.8,225.82,3 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,"No.17, No.18a,No.18b and No.19 Citywalk Residential",28783.7,Premium,Ultra-Premium
2026-04-27,Sale,Free Hold,CITY WALK,Flat,4599950.5,159.71,2 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,"No.17, No.18a,No.18b and No.19 Citywalk Residential",28801.89,Premium,Ultra-Premium
2026-04-27,Sale,Free Hold,CITY WALK,Flat,4399958.9,145.15,2 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,"No.17, No.18a,No.18b and No.19 Citywalk Residential",30313.19,Premium,Ultra-Premium
2026-04-27,Sale,Free Hold,CITY WALK,Flat,6499939.6,228.01,3 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,"No.17, No.18a,No.18b and No.19 Citywalk Residential",28507.26,Premium,Ultra-Premium
2026-04-24,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,375003.0,37.32,Studio,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,PLAZA RESIDENCES,10048.31,Compact,Entry
2026-01-05,Sale,Free Hold,REMRAAM,Flat,780000.0,70.44,1 B/R,,,Motor City,REMRAAM,11073.25,Mid-Size,Mid-Market
2026-01-13,Sale,Free Hold,BURJ KHALIFA,Hotel Apartment,5500000.0,134.94,2 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,THE ADDRESS RESIDENCE FOUNTAIN VIEWS II,40758.86,Premium,Ultra-Premium
2026-04-27,Sale,Free Hold,CITY WALK,Flat,6499954.5,226.74,3 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,"No.17, No.18a,No.18b and No.19 Citywalk Residential",28667.0,Premium,Ultra-Premium
